,title,url
37,Using a Land Trust to Right Interstate Wrongs in the Twin Cities,https://nextcity.org/urbanist-news/using-a-land-trust-to-right-interstate-wrongs-in-the-twin-cities
38,Economics in Brief: Uber Strikes Deal With NYC Cabs to Improve User Experience,https://nextcity.org/urbanist-news/economics-in-brief-uber-strikes-deal-with-nyc-cabs
39,Parents Need Help Driving Their Kids. This Mom Has an App for That,https://nextcity.org/urbanist-news/parents-need-help-driving-their-kids.-this-mom-has-an-app-for-that
40,Housing Briefs: Federal Government Moves Eviction Funds to States in Need,https://nextcity.org/urbanist-news/housing-briefs-federal-government-moves-eviction-funds-to-states-in-need
41,Habitat Net Zero: An Ambitious Plan to Rehab Abandoned Buildings in Queens,https://nextcity.org/urbanist-news/habitat-net-zero-an-ambitious-plan-to-rehab-abandoned-buildings-in-queens
42,What if We Put Another House in Your Backyard?,/podcast/what-if-we-put-another-house-in-your-backyard
43,What Is the True Impact of Your Organization?,https://nextcity.org/urbanist-news/what-is-the-true-impact-of-your-organization
44,Share Meals: An Efficient App Addresses Food Insecurity,https://nextcity.org/urbanist-news/an-efficient-app-addresses-food-insecurity
45,A Virtuous Cash Grab: Albion Shows How Small Towns Can Thrive,https://nextcity.org/urbanist-news/a-virtuous-cash-grab-albion-shows-how-small-towns-can-thrive
46,How a $266 Million Fund Aims to Help Native American Farmers,https://nextcity.org/urbanist-news/how-266-million-fund-aims-to-help-native-american-farmers
47,This Baltimore Developer Is Breaking Down Barriers to Rebuild Communities,https://nextcity.org/urbanist-news/this-baltimore-developer-is-breaking-down-barriers-to-rebuild-communities
48,Equitable Pathways to Small Business Recovery: An All-Hands Approach,https://nextcity.org/webinars/equitable-pathways-to-small-business-recovery-an-all-hands-approach
49,People With Dementia Can Work on Farms in Holland,https://nextcity.org/urbanist-news/in-holland-people-with-dementia-can-work-on-a-farm
50,Decolonizing Capital: A Crucial Step Towards Racial and Economic Justice,https://nextcity.org/urbanist-news/decolonizing-capital-a-crucial-step-towards-racial-and-economic-justice
51,Q&A: Getting Dollars Into the Communities Who Need it Most,https://nextcity.org/urbanist-news/qa-getting-dollars-into-the-communities-who-need-it-most
52,Economics in Brief: White House Interns Will Be Paid for the First Time,https://nextcity.org/urbanist-news/economics-in-brief-white-house-interns-will-be-paid-for-the-first-time
53,Climate Change – and Transformative Urban Leadership – Set to Shape Atlanta’s Future,https://nextcity.org/urbanist-news/climate-change-transformative-urban-leadership-set-to-shape-atlantas-future
54,Housing Briefs: Wells Fargo Denied Most Refinance Apps for Black Homeowners,https://nextcity.org/urbanist-news/housing-briefs-wells-fargo-denied-most-refinance-apps-for-black-homeowners
55,The Only County Where Child Removal Is Race-Blind,/podcast/the-only-county-where-child-removal-is-race-blind
56,Can Art Bring Justice to Black Homeowners?,https://nextcity.org/urbanist-news/can-art-bring-justice-to-black-homeowners
57,Bottom Line Conversations: The Future of Financing Community Land Trust Acquisitions,https://nextcity.org/webinars/bottom-line-conversations-the-future-of-financing-community-land-trust-acqu
58,Hear Us: We Must Center Blackness in Housing,https://nextcity.org/urbanist-news/hear-us-we-must-center-blackness-in-housing
59,Philly Riders Get Trapped in Rail Stations After SEPTA ‘Hardens’ System to Keep Out Unhoused People,https://nextcity.org/urbanist-news/philly-riders-trapped-in-stations-septa-hardens-system-to-keep-out-unhoused
60,How a Cincinnati Preschool Became Worker-Owned,https://nextcity.org/urbanist-news/how-a-cincinnati-preschool-became-worker-owned
61,Where a Free Meal for Food-Insecure Families Is Just a Text Away,https://nextcity.org/urbanist-news/where-a-free-meal-for-food-insecure-families-is-just-a-text-away
62,Living With the Virus Means Designing Innovative Public Spaces of the Future,https://nextcity.org/urbanist-news/living-with-the-virus-means-designing-innovative-public-spaces-of-future
63,We Sat Through an 8-Hour Bank Merger Hearing So You Didn’t Have To,https://nextcity.org/urbanist-news/we-sat-through-an-8-hour-bank-merger-hearing-so-you-didnt-have-to
64,Strategies to Promote Affordable Commercial Space in Cities,https://nextcity.org/features/strategies-to-promote-affordable-commercial-space-in-cities
65,Philadelphia Students Learn the Business of Cheesemaking,https://nextcity.org/urbanist-news/philadelphia-students-learn-the-business-of-cheesemaking
66,"Denver’s Paratransit Service Expansion Includes Groceries, On-Demand Rides",https://nextcity.org/urbanist-news/denvers-paratransit-service-expansion-includes-groceries-on-demand-rides
67,"Economics in Brief: NYC Announces Settlement with For-Profit College, $20M Student Debt Elimination",https://nextcity.org/urbanist-news/economics-in-brief-20-million-settlement-eliminates-debt-for-students-of-fo
68,How This Visionary New Orleans Planner Is Reimagining Community Development,https://nextcity.org/urbanist-news/how-this-visionary-new-orleans-planner-is-reimagining-community-development
69,How a Nondescript Box Has Been Saving Lives,https://nextcity.org/urbanist-news/how-a-nondescript-box-has-been-saving-lives-during-the-pandemic
70,Housing in Brief: 3 Million Evictions Avoided During the Pandemic,https://nextcity.org/urbanist-news/housing-in-brief-3-million-evictions-avoided-during-the-pandemic
71,Bronx Tenants Celebrate Step to Becoming ‘Self-Landlords’,https://nextcity.org/urbanist-news/bronx-tenants-celebrate-step-to-becoming-self-landlords
72,Bill Could Lift Looming Deportation Threat,https://nextcity.org/urbanist-news/bill-could-lift-looming-deportation-threat
73,San Diego’s Unlikely Inspiration for Social Change? The Circus,https://nextcity.org/urbanist-news/san-diegos-unlikely-inspiration-for-social-change-the-circus
74,A Bicycle Is an Anti-Poverty Machine,https://nextcity.org/urbanist-news/a-bicycle-is-an-anti-poverty-machine
75,N.Y. Bill Could Stop Massage Parlor Raids,https://nextcity.org/urbanist-news/ny-bill-could-stop-massage-parlor-raids
76,Richmond Muralist Wants People to ‘Find Themselves’ in Her Work,https://nextcity.org/urbanist-news/richmond-muralist-wants-people-to-find-themselves-in-her-work
77,The Confess Project: Barbers Help Black Men Talk About Mental Health,https://nextcity.org/features/the-confess-project-barbers-help-black-men-talk-about-mental-health
78,"Economics in Brief: Yes Votes for Public Bank in Philly, REI Workers’ Union in NYC",https://nextcity.org/urbanist-news/economics-in-brief-yes-votes-for-public-bank-in-philly-rei-workers-union-in
79,Youth Criminal Justice Gets ‘Community Review’ in Minnesota,https://nextcity.org/urbanist-news/youth-criminal-justice-gets-community-review-in-minnesota
80,Women of Color Are Leading Climate Justice Work,https://nextcity.org/urbanist-news/women-of-color-are-leading-climate-justice-work
81,Housing in Brief: Eviction Cases Are Ramping Up in NYC,https://nextcity.org/urbanist-news/housing-in-brief-eviction-cases-are-ramping-up-in-nyc
82,"Cooperatively Owned Builder Sees Affordable Housing, Climate Action in ‘Granny Flats’",https://nextcity.org/urbanist-news/cooperatively-owned-builder-sees-affordable-housing-climate-action-in-grann
83,Can Landlords Compromise? This Anti-Eviction Program Says Yes,/podcast/can-landlords-compromise-this-anti-eviction-program-says-yes
84,How Trauma-Informed Training Attempts to Bridge the Gap Between Newark Residents and Cops,https://nextcity.org/webinars/how-trauma-informed-training-attempts-to-bridge-the-gap-between-newark-resi
85,How a Lucky Google Search Helped a Maine Nonprofit Put Down Roots,https://nextcity.org/urbanist-news/how-a-lucky-google-search-helped-a-maine-nonprofit-put-down-roots
86,"Hear Us: What’s Up With Inflation, and What Does It Mean for People of Color?",https://nextcity.org/urbanist-news/hear-us-whats-up-with-inflation-and-what-does-it-mean-for-people-of-color
87,Will Monuments Honoring People of Color Replace Old Statues of Confederate Generals?,https://nextcity.org/urbanist-news/will-monuments-honoring-people-of-color-replace-old-statues-of-confederate
88,Small Business Support Hits the Streets in Philadelphia,https://nextcity.org/urbanist-news/small-business-support-hits-the-streets-in-philadelphia
89,This Platform Wants to Disrupt the Payday Lending Industry,https://nextcity.org/urbanist-news/this-platform-wants-to-disrupt-the-payday-lending-industry
90,The Alpine Country Going All-You-Can-Ride,https://nextcity.org/urbanist-news/the-alpine-country-going-all-you-can-ride
91,"Economics in Brief: Amid Rising Poverty Rates, States Allow $5.2 Billion in TANF Funds to Go Unspent",https://nextcity.org/urbanist-news/amid-rising-poverty-rates-states-allow-5.2-billion-in-tanf-funds-unspent
92,“Power is All Over”: How this Philanthropic Leader is Reimagining Broken Systems,https://nextcity.org/urbanist-news/power-is-all-over-how-this-philanthropic-leader-reimagines-broken-systems
93,Entrepreneurship Can Revitalize Neighborhoods in Need — by Scaling Deep,https://nextcity.org/urbanist-news/entrepreneurship-can-revitalize-neighborhoods-in-need-by-scaling-deep
94,"‘Who’s Benefiting?’ As Chinatown Gentrifies, Rail Park Begins Equitable Development Plan",https://nextcity.org/urbanist-news/whos-benefiting-as-chinatown-gentrifies-rail-park-begins-equitable-developm
95,Housing in Brief: NYC Mayor Increases Policing of Homelessness on the Subway,https://nextcity.org/urbanist-news/housing-in-brief-nyc-mayor-increases-policing-of-homelessness-on-the-subway
96,How Oakland Anti-Displacement Advocates Use Carbon Emissions Cash,https://nextcity.org/urbanist-news/how-oakland-anti-displacement-advocates-use-carbon-emissions-cash
97,"These Businesses Are Owned by Purposes, Not People",/podcast/these-businesses-are-owned-by-purposes-not-people
98,Where Can We Make Progress on Climate Change?,https://nextcity.org/webinars/where-can-we-make-progress-on-climate-change
99,Q&A: How CDFIs Can Help Bridge the Interests of Communities and Investors,https://nextcity.org/urbanist-news/qa-how-cdfis-can-help-bridge-the-interests-of-communities-and-investors
100,‘Green Girls’ Take on Climate Change,https://nextcity.org/urbanist-news/green-girls-take-on-climate-change
101,Equitable Pathways to Small Business Recovery: An All-Hands Approach,https://nextcity.org/ebooks/equitable-pathways-to-small-business-recovery-an-all-hands-approach
102,New York Can Lead in Reimagining Public Safety. Here’s How.,https://nextcity.org/urbanist-news/new-york-can-lead-in-reimagining-public-safety-heres-how
103,Facing Trauma to Manage Money Better,https://nextcity.org/urbanist-news/facing-trauma-to-manage-money-better
104,Baltimore Market Redevelopment Project Thinks Local,https://nextcity.org/urbanist-news/baltimore-market-redevelopment-project-thinks-local
105,Home-Based Daycares Could Be the Answer to Atlanta’s Childcare Woes,https://nextcity.org/urbanist-news/home-based-daycares-could-be-the-answer-to-atlantas-childcare-woes
106,Economics in Brief: University Climate Activists Fight for Fossil Fuel Divestment,https://nextcity.org/urbanist-news/economics-in-brief-university-climate-activists-fight-for-fossil-fuel-dives
107,Philadelphia Bill Would Establish First Ever Municipal Public Bank Entity,https://nextcity.org/urbanist-news/philadelphia-bill-would-establish-first-ever-municipal-public-bank-entity
108,"Armed With More Resources, American Cities Seek to Create an Equitable Post-Pandemic Future",https://nextcity.org/urbanist-news/armed-with-resources-us-cities-create-equitable-post-pandemic-future
109,"What If You Give $5,800 to Someone Who Is Homeless?",/podcast/what-if-you-give-5800-to-someone-who-is-homeless
110,Housing in Brief: Remote Workers Driving Up Home Sale Prices?,https://nextcity.org/urbanist-news/housing-in-brief-remote-workers-driving-up-home-sale-prices
111,Will S.F. Mayor Spend $64M Slated for Affordable Housing?,https://nextcity.org/urbanist-news/will-sf-mayor-spend-64m-slated-for-affordable-housing
112,"For Rutgers-Camden Masters Students, Research Skills Are the Key to Policy Jobs",https://nextcity.org/urbanist-news/for-rutgers-camden-masters-students-research-skills-key-to-policy-jobs
113,"This Loan Fund Couldn’t Find Affordable Housing to Support, So They’re Building It",https://nextcity.org/urbanist-news/loan-fund-couldnt-find-affordable-housing-to-support-so-theyre-building-it
114,"High Road Kitchens Keeps Restaurants Open, Feeds Thousands During Pandemic",https://nextcity.org/urbanist-news/high-road-kitchens-keeps-restaurants-open-feeds-thousands-during-pandemic
115,Why Bees Love to Snack in Boston,https://nextcity.org/urbanist-news/why-bees-love-to-snack-in-boston
116,Pittsburgh Modernizes Waste Collection While Combating Climate Change,https://nextcity.org/urbanist-news/pittsburgh-modernizes-waste-collection-while-combating-climate-change
117,Code for America Is Making Public Benefits More Accessible,https://nextcity.org/urbanist-news/code-for-america-is-making-public-benefits-more-accessible
118,Philadelphia Nonprofit Trains Parents to Be Reading Stewards,https://nextcity.org/urbanist-news/philadelphia-nonprofit-trains-parents-to-be-reading-stewards
119,"Freedom Commons Offers Affordable, Supportive and Emergency Options for the Formerly Incarcerated",https://nextcity.org/urbanist-news/freedom-commons-affordable-supportive-emergency-housing-former-incarcerated
120,‘Women Who Bike at Night’ Explores Cycling in Boston,https://nextcity.org/urbanist-news/women-who-bike-at-night-explores-cycling-in-boston
121,Economics in Brief: City of Chicago Eyes Grocery Store Purchase,https://nextcity.org/urbanist-news/economics-in-brief-city-of-chicago-eyes-grocery-store-purchase
122,Albuquerque Apprenticeship Offers Path to the Arts,https://nextcity.org/urbanist-news/albuquerque-apprenticeship-offers-path-to-the-arts
123,"Housing in Brief: Fannie Mae Settles Fair Housing Act Lawsuit, Will Pay $53M",https://nextcity.org/urbanist-news/housing-in-brief-fannie-mae-settles-53m-fair-housing-act-lawsuit
124,S.F. Affordable Housing Program Aims for Balance,https://nextcity.org/urbanist-news/sf-affordable-housing-program-aims-for-balance
125,We Could Stop Policing Homelessness and Start Helping,/podcast/we-could-stop-policing-homelessness-and-start-helping
126,Bottom Line Conversations: Why Supporting Black Credit Unions Is Critical for Economic Recovery,https://nextcity.org/webinars/bottom-line-conversations-why-supporting-black-credit-unions-is-critical-fo
127,Hear Us: Community Organizing Is How We Win Public Power and Justice,https://nextcity.org/urbanist-news/hear-us-community-organizing-is-how-we-win-public-power-and-justice
128,Affordable Housing Community for Farm Workers Flourishes in Oahu,https://nextcity.org/urbanist-news/affordable-housing-community-for-farm-workers-flourishes-in-oahu
129,The Future of Monumentality: A Next City Ebook,https://nextcity.org/ebooks/the-future-of-monumentality-a-next-city-ebook
130,"Choose to Change Connects Chicago Teens to Therapy, Mentors",https://nextcity.org/urbanist-news/choose-to-change-connects-chicago-teens-to-therapy-mentors
131,"In Baltimore, Retrain America Creates Tech Jobs Pipeline for Underrepresented Talent",https://nextcity.org/urbanist-news/in-baltimore-retrain-america-creates-tech-jobs-pipeline-for-underrepresent
132,SoCal Nonprofit Uses Hip Hop to Keep Students on Track,https://nextcity.org/urbanist-news/socal-nonprofit-uses-hip-hop-to-keep-students-on-track
133,Why an Oyster Comeback Would Benefit NYC,https://nextcity.org/urbanist-news/why-an-oyster-comeback-would-benefit-nyc
134,Want to Invigorate Community Engagement? Break out the Building Blocks.,https://nextcity.org/features/want-to-invigorate-community-engagement-break-out-the-building-blocks
135,How ‘Cool Roofs’ Are Helping Women Earn More in India,https://nextcity.org/urbanist-news/how-cool-roofs-are-helping-women-earn-more-in-india
136,Economics in Brief: Philadelphia to Try Guaranteed Income Program,https://nextcity.org/urbanist-news/economics-in-brief-philadelphia-to-try-guaranteed-income-program
137,Pennsylvania CDFI Network Finds Power in Numbers,https://nextcity.org/urbanist-news/pennsylvania-cdfi-network-finds-power-in-numbers
138,Housing in Brief: Human Rights Watch Identifies Risks to Public Housing Tenants,https://nextcity.org/urbanist-news/housing-in-brief-human-rights-watch-identifies-risks-to-public-housing-tena
139,"Sustainability Group Helps Low-Income Homeowners With House Repairs, Weatherization",https://nextcity.org/urbanist-news/sustainability-group-helps-low-income-homeowners-with-hvac-repairs
140,"Taste the Diaspora Is Building an Equitable Foodway in Black Detroit, One Shoebox Lunch at a Time",https://nextcity.org/urbanist-news/taste-the-diaspora-is-building-an-equitable-foodway-in-black-detroit-one
141,Is Giving Away Cash the Best Way to Cut Poverty?,/podcast/is-giving-away-cash-the-best-way-to-cut-poverty
142,Essential Workers in the Bronx Are Getting an E-Bike Boost,https://nextcity.org/urbanist-news/essential-workers-in-the-bronx-are-getting-an-e-bike-boost
143,"For Some Afghan Refugees, Sewing Machines Provide Needed Sense of Normalcy",https://nextcity.org/urbanist-news/for-some-afghan-refugees-sewing-machines-provide-a-needed-sense-of-normalcy
144,Worker-Owned Corn Processing Co-Op Planting Seeds in the Philly Region,https://nextcity.org/urbanist-news/worker-owned-corn-processing-co-op-planting-seeds-in-the-philly-region
145,"With Donations as Small as $20, Land Trust Makes $9.4M Affordable Housing Buy in S.F.",https://nextcity.org/urbanist-news/with-donations-as-small-as-20-land-trust-makes-9m-affordable-housing-buy
146,How Midwives and Doulas Are Working to End Birth Disparities,https://nextcity.org/urbanist-news/how-midwives-and-doulas-are-working-to-end-birth-disparities
147,The Bronx Apartment Fire Is No Surprise to Me. I Was a NYC Renter.,https://nextcity.org/urbanist-news/the-bronx-apartment-fire-is-no-surprise-to-me-i-was-a-nyc-renter
148,Philly’s Queer Doula Collective Is Helping LGBTQ Parents Navigate the Health System,https://nextcity.org/urbanist-news/phillys-queer-doula-collective-helping-lgbtq-parents-navigate-health-system
149,Economics in Brief: NYC Amazon Workers Move One Step Closer to Unionization,https://nextcity.org/urbanist-news/economics-in-brief-nyc-amazon-workers-move-one-step-closer-to-unionization
150,"Making Music, Changing Lives: Youth Orchestras Help At-Risk Kids",https://nextcity.org/urbanist-news/making-music-changing-lives-youth-orchestras-help-at-risk-kids
151,"Housing in Brief: Big Profit, Big Questions Surround New York Eviction Relief Program",https://nextcity.org/urbanist-news/housing-in-brief-big-profit-big-questions-surround-new-york-eviction-relief
152,"Amid Calls to Defund the Police, Many Mayors Are Still Relying on Cops to Address Homelessness",https://nextcity.org/urbanist-news/amid-calls-defund-police-mayors-relying-on-cops-address-homelessness
153,What Kind of City Evolves from a Crossroads?,/podcast/what-kind-of-city-evolves-from-a-crossroads
154,Milwaukee Fund Fuels 100 Black-Owned Businesses,https://nextcity.org/urbanist-news/milwaukee-fund-fuels-100-black-owned-businesses
155,Hear Us: We Are Reclaiming Our Political Power in the Struggle for Progress,https://nextcity.org/urbanist-news/hear-us-we-are-reclaiming-our-political-power-in-the-struggle-for-progress
156,Is There a Formula to Creating an Anti-Racist School?,https://nextcity.org/urbanist-news/is-there-a-formula-to-creating-an-anti-racist-school
157,Investing in a More Equitable Post-Pandemic Banking System,https://nextcity.org/urbanist-news/investing-in-a-more-equitable-post-pandemic-banking-system
158,Helping Bronx Students Connect to the Earth and Each Other,https://nextcity.org/urbanist-news/helping-bronx-students-connect-to-the-earth-and-each-other
159,Making Youth Entrepreneurs in San Francisco,https://nextcity.org/urbanist-news/making-youth-entrepreneurs-in-san-francisco
160,"In New York, Chinatown’s Cultural Power Steps Out of the Basements and Into the Mainstream",https://nextcity.org/features/nyc-chinatowns-cultural-power-steps-out-of-basements-into-the-mainstream
161,Taxis Are Making a Cautious Comeback,https://nextcity.org/urbanist-news/taxis-are-making-a-cautious-comeback
162,Economics in Brief: New Basic Income Programs Launch in Minneapolis and New York City,https://nextcity.org/urbanist-news/new-basic-income-programs-launch-in-minneapolis-and-new-york-city
163,Why Road Safety Is About More Than Just Crash Data,https://nextcity.org/urbanist-news/why-road-safety-is-about-more-than-just-crash-data
164,Housing in Brief: Mayors Say They Don’t Have Tools to Deal With Homelessness,https://nextcity.org/urbanist-news/housing-in-brief-mayors-say-they-dont-have-tools-to-deal-with-homelessness
165,How Norway Popularized an Ultra-Sustainable Heating Method,https://nextcity.org/urbanist-news/how-norway-popularized-an-ultra-sustainable-heating-method
166,Bottom Line Conversations: Decoding the Federal Reserve’s Role in Racial Equity,https://nextcity.org/webinars/bottom-line-conversations-decoding-the-federal-reserves-role-in-racial-equi
167,More Than 30 Black CDFI CEOs Team Up to Shrink the Racial Wealth Gap,https://nextcity.org/urbanist-news/more-than-30-black-cdfi-ceos-team-up-to-shrink-the-racial-wealth-gap
168,Will Remote Tech for Court Services Improve Digital Equity?,https://nextcity.org/urbanist-news/will-remote-tech-for-court-services-improve-digital-equity
169,Atlanta Reckons with the Convict Labor that Built the City,https://nextcity.org/urbanist-news/atlanta-reckons-with-the-convict-labor-that-built-the-city
170,"D.C. Green Bank Lining Up Local Dollars, Local Firms to Reap the Solar Boom",https://nextcity.org/urbanist-news/dc-green-bank-lining-up-local-dollars-local-firms-to-reap-the-solar-boom
171,Garment Workers Organize to End Wage Theft,https://nextcity.org/urbanist-news/garment-workers-organize-to-end-wage-theft
172,Racial Justice On the Ballot for New York City Voters This Fall,https://nextcity.org/urbanist-news/racial-justice-on-the-ballot-for-new-york-city-voters-this-fall
173,Economics in Brief: Tallahassee Starbucks Joins Six Other Stores that Have Filed for Unionization,https://nextcity.org/urbanist-news/tallahassee-starbucks-joins-six-other-stores-that-unionization
174,Fare Caps Might Get Transit Out of the Pandemic Slump,https://nextcity.org/urbanist-news/fare-caps-might-get-transit-out-of-the-pandemic-slump
175,Housing in Brief: Unique Program for Philly’s Homeless LGBT Youth Has Sheltered Dozens,https://nextcity.org/urbanist-news/unique-program-for-phillys-homeless-lgbt-youth-has-sheltered-dozens
176,"Did Bergen County, NJ End Homelessness? It’s Complicated",https://nextcity.org/urbanist-news/did-bergen-county-nj-end-homelessness-its-complicated
177,Denver Nonprofits Get an Interest-Free Boost,https://nextcity.org/urbanist-news/denver-nonprofits-get-an-interest-free-boost
178,What To Do When Racism Is Profitable,/podcast/what-to-do-when-racism-is-profitable
179,Hear Us: Shifting Capital Isn’t Just About the Amount. It’s About Who’s in Control.,https://nextcity.org/urbanist-news/hear-us-shifting-capital-isnt-about-the-amount-its-about-whos-in-control
180,The Affirmative Action Housing Program No One is Discussing,https://nextcity.org/urbanist-news/the-affirmative-action-housing-program-no-one-is-discussing
181,One of These Fintechs Is Not Like the Others,https://nextcity.org/urbanist-news/one-of-these-fintechs-is-not-like-the-others
182,New Evidence Suggests That Seattle’s Soda Tax Is Working — and It’s Working Well,https://nextcity.org/urbanist-news/new-evidence-suggests-seattles-soda-tax-is-working-and-its-working-well
183,How St. Paul Became Home to Minnesota’s First Commercial Community Land Trust,https://nextcity.org/urbanist-news/how-st-paul-became-home-to-minnesotas-first-commercial-community-land-trust
184,"Economics in Brief: Fees to Small Businesses Are Amazon’s Largest Revenue Source, Report Finds",https://nextcity.org/urbanist-news/economics-in-brief-fees-to-small-businesses-are-amazons-largest-revenue
185,Youth-Led Affordable Housing Offers Transition to Independence in Minneapolis,https://nextcity.org/urbanist-news/youth-led-affordable-housing-offers-transition-to-independence-minneapolis
186,Housing in Brief: Colorado Had a Housing Shortage Before Marshall Fire,https://nextcity.org/urbanist-news/housing-in-brief-Colorado-had-a-housing-shortage-before-marshall-fire
187,Seattle Affordable Housing Project Is Designed with Families in Mind,https://nextcity.org/urbanist-news/seattle-affordable-housing-project-is-designed-with-families-in-mind
188,"Welcome to Princeville, A Town Founded By Black Americans",/podcast/welcome-to-princeville-a-town-founded-by-black-americans
189,Illinois Women’s Prison Offers a New Chance at a Degree,https://nextcity.org/urbanist-news/illinois-womens-prison-offers-a-new-chance-at-a-degree
