,title,url,date,text
77,"THE CAMP: Conversations around the making and un-making of bodies, space and time",https://www.ucl.ac.uk/urban-lab/news/2019/jan/camp-conversations-around-making-and-un-making-bodies-space-and-time,22 January 2019,"The camp has occupied an important space in contemporary academic and non academic discourses, yet it is not until recently that its figure has demanded a revisit to its ontology from a multiplicity of trajectories and disciplines. With this in mind, this series of roundtable conversations aim to enquire the camp as more than a mere space, discussing it as a form, a practice and a concept. The roundtables have been designed as an inclusive transdisciplinary forum, where participants will have the opportunity to contribute equally to the discussion. Please find the programme below: Roundtable 1: Hosting conflicts, creation, and evolutions February 27th, 5pm. Central House, Room 2.01 (14 Upper Woburn Place, WC1H 0NN) Roundtable 2: Hosting people: existential relationships, archives and heritage March 19th, 5pm. Senate House, Room 403 (Malet Street, WC1E 7HU) Roundtable 3: Hosting time: the before and after the camp April 24th, 5pm. Senate House, Room 403 (Malet Street, WC1E 7HU) Limited entry for participants with first-hand knowledge or experience in camp-related topics. Please send us a short expression of interest for registration not later than February 5th at: ricardo.marten@ucl.ac.uk & samar.maqusi.13@ucl.ac.uk These roundtables are sponsored by UCL Urban Laboratory under the 'Housing Urbanism' priority theme led by Camillo Boano and the DPU Research Clusters. The roundtable series have been designed by Camillo Boano, Samar Maqusi, and Ricardo Marten. Download the poster (pdf)"
78,Research Culture at UCL: Bartlett and UCL Urban Laboratory focus group,https://www.ucl.ac.uk/urban-lab/news/2019/jan/research-culture-ucl-bartlett-and-ucl-urban-laboratory-focus-group,11 January 2019,"The Bartlett Faculty of the Built Environment and UCL Urban Laboratory are seeking urban studies-related PhD students (from any UCL Faculty) to participate in a focus group on research culture at UCL from 10.15-12.00 on Thursday 7th February 2019, in Room 639 Breakdown 1, IOE (20 Bedford Way). Findings from this focus group will enable us to explore student understandings of 'research culture', generate a staff and student-informed definition of 'research culture', and identify strategies for improving 'research culture' at UCL. All material gathered in the focus groups will remain completely anonymous. Please register for the workshop on Eventbrite. Refreshments will be served, and you will receive a £20 voucher to thank you for participating. If you have any queries or access requirements, please contact rebecca.payne@ucl.ac.uk or jordan.rowe@ucl.ac.uk."
79,'Power to the Citizen!' manifesto launched,https://www.ucl.ac.uk/urban-lab/news/2018/dec/power-citizen-manifesto-launched,5 December 2018,"Written by Dr Claire McAndrew (The Bartlett School of Architecture, UCL) and designed by Unlimited, 'Power to the Citizen!' is a manifesto and call-to-action for academics, digital practitioners and citizens, outlining key ideas emerging from a panel on data co-creation in the digital city, hosted in July 2017. The project was made possible through funding received from the UCL Grand Challenge of Transformative Technologies, which was secured in collaboration with the Engineering Exchange for work exploring the concept of smart cities and its impact on London communities. Participants in the panel included Lucy Bullivant (curator, author and founder/editor in chief of urbanista.org), Nicolas Fonty (JustMap), Stephen Lorimer (Greater London Authority), Adam Dennett (The Bartlett Centre for Advanced Spatial Analysis, UCL), and Ava Fatah gen. Schieck (The Bartlett School of Architecture, UCL). This was part of a collaboration between Sarah Bell and Charlotte Barrow at UCL's Engineering Exchange, Claire McAndrew at The Bartlett School of Architecture, UCL and Jordan Rowe at UCL Urban Laboratory. Further links: Visit the Power to the Citizen! website Download the manifesto (pdf) Watch a video of the Power to the Citizen panel"
80,"Applications open for ESRC doctoral funding on Urban Studies, Transport Architectural Space pathway",https://www.ucl.ac.uk/urban-lab/news/2018/oct/applications-open-esrc-doctoral-funding-urban-studies-transport-architectural-space,25 October 2018,"The Urban Studies, Transport and Architectural Space pathway is one of 25 pathways that comprise the UCL, Bloomsbury and East London Doctoral Training Partnership (UBEL DTP) involving UCL, SOAS, Birkbeck College, London School of Hygiene and Tropical Medicine and the University of East London. The Urban Studies, Transport and Architectural Space pathway is comprised of four Departments and Centres at UCL: the Urban Laboratory, the Centre for Advanced Spatial Analysis (CASA), the Space Syntax Laboratory and Transport @ UCL. The pathway undertakes methodologically innovative, cross-disciplinary research into cities, the built environment and complex urban socio-spatial phenomena. It has six intersecting main areas of activity that directs its research: Housing and spatial justice Transport and mobility Ecology, health and metabolism Change and crisis Imagination, design and architectural space Data and places Applications are invited for entry onto our 1+3 and +3 PhD programmes starting in September 2019. ESRC funding, available on a competitive basis, is normally available only for UK Home students (fees & subsistence) and EU students (fees only). Registration can be on either a full-time or part-time basis. Ascertain your eligibility to hold an ESRC studentship here. Your proposed research project needs to fall under the specific remit of the ESRC, please see here. How to apply: 1. In the first instance, interested students should contact the relevant pathway team member to discuss their research projects, check whether you need to apply to the 1+3 route if you do not have relevant MSc relevant methods training, and to seek advice on prospective supervisors (see here for initial list) UCL CASA; MSc Smart Cities and Urban Analytics, MSc Spatial Data Science and Visualisation - Dr Ed Manley ed.manley@ucl.ac.uk UCL Urban Lab; MSc Urban Studies: Dr Andrew Harris andrew.harris@ucl.ac.uk UCL Space Syntax; MSc Spatial Design: Architecture and Cities - Dr Sean Hanna s.hanna@ucl.ac.uk Transport @ UCL; MSc Transport Planning, MSc Transport - Dr Nicola Christie nicola.christie@ucl.ac.uk 2. Following this, formal expressions of interest should be registered by sending the following information to this pathway team member in one Word or pdf document by Monday 10 December 2018 by 5.00pm: a) A project description including prospective supervisor (max 300 words) b) A short biography including track record and competencies (max 300 words) 3. Potential applicants will be notified soon after whether they are invited to submit a formal preliminary application to the DTP via this pathway. Instructions on preparing and submitting preliminary applications to the DTP appear on the UBEL DTP's 'How to Apply' guidelines. The deadline for formal preliminary applications is Tuesday 8 January 2019. Successful applicants to this preliminary round will then be asked to submit full applications via the UBEL DTP portal by 4 March 2019. 4. Prospective students are also encouraged to apply as soon as possible for admission onto a UCL MSc or PhD programme. This is a separate process to the UBEL DTP application. Applications to MSc/PhD programmes should be made through UCL's Postgraduate Application System. PhD applications should proceed only after contacting a prospective supervisor who agrees to act as Primary Supervisor. Meeting: An informal session for those interested in applying will be hosted in room G.10 at The Bartlett School of Architecture (22 Gordon Street) on Thursday 22 November at 1pm. For further details, please contact Dr Andrew Harris andrew.harris@ucl.ac.uk"
81,Counterspeculations audiotour of the City of London launched,https://www.ucl.ac.uk/urban-lab/news/2018/oct/counterspeculations-audiotour-city-london-launched,17 October 2018,"This tour and the audio you will hear is based on an walking event held in The City on April 14, 2018, organized by Dr Aris Komporozos-Athanasiou and Dr Max Haiven with over 15 speakers who, collectively, mapped out some contours of the history and present of ""financialization"" through the navigation of these historic streets. This audiotour has been prepared thanks to the support of University College London Urban Laboratory and the ReImagining Value Action Lab (RiVAL) based at Lakehead University, Canada. This interactive Google Map can be navigated on your smartphone. Just select the tour locations and follow the Soundcloud links to listen to a roughly 15-minute presentation at each station. Alternatively, download the audio to your smartphone via the file links of the podcast below and take them with you. Below, you can find links to the audio from each individual section of the tour, which you can download or stream. You can also listen to them all on Soundcloud at the following link: https://soundcloud.com/uclurbanlab/sets/counterspeculations/ Conrad Moriarty-Cole, ""Machine Learning and the Financial Imaginary."": Does artificial intelligence have an imagination? In this presentation, originally recorded at the headquarters of the investment bank Goldman Sachs, Conrad Moriarty expands our understanding of the hyper-development of data analytics, machine learning and algorithmic trading in today's financial worlds.  Moriarty-Cole is a PhD Candidate and associate lecturer in cultural studies at Goldsmiths, University of London. https://soundcloud.com/uclurbanlab/counterspeculations-01-conrad-moriarty-cole Aris Komporozos-Athanasiou, ""The Speculative Spirit of Finance"": The sphere of finance declares itself to be a secular, rational and even scientific domain of risk management and competitive calculation. But in this presentation, originally recorded on the steps of Saint Paul's Cathedral, Aris Komporozos-Athanasiou suggests that, from a sociological perspective, the world of speculative capital has many affinities to religions past and present.  Komporozos-Athanasiou is an assistant professor of social theory at University College London where he also heads the Sociology and Social Theory Research Group. https://soundcloud.com/uclurbanlab/counterspeculations-2-aris-komporozos-athanasiou Robbie Richardson, ""North American 'Indians' and British Modernity"": How did 18th century British myths and fantasies about Indigenous people in the Americas inform and shape the growth of its financialized empire? In this episode of the Counterspeculations audio tour, originally recorded at the base of the statue of Queen Anne which stands in front of St. Paul's Cathedral, Robbie Richardson presents on ""North American Indians and 'British' Modernity."" Richardson is a lecturer in 18th century literature at the university of Kent and a member of Panieau First Nation in what is currently Canada. https://soundcloud.com/uclurbanlab/counterspeculations-3-robbie-richardson/ David Benque, ""The Monistic Almanac"" : For centuries, the peculiar form of publication known as an almanacs has provided eager readers with a tantalizing mixture of advice and speculation based on a combination of worldly and metaphysical information. In this presentation, designer David Benque presents his experimental project the Monistic Almanac, a reflection on and guide to the digital arcana of financialization. Benque is a critical designer living and working in London, where he is also a PhD candidate at the Royal College of Art. https://soundcloud.com/uclurbanlab/counterspeculations-4-david-benque/ Ed Mayo, ""The Origins of Mutuality."": Today, the Square Mile of the City of London is home to financial corporations that lionize the virtues of competition and profiteering. But in a bygone age it was an area organized by and around guilds that laid down roots of mutuality and cooperation still bear fruit today. In this presentation, which was originally recorded in a small part across the street from the Goldsmiths' Hall, Ed Mayo, who is Secretary General of Co-operatives UK, speaks of ""the origins of mutuality."" Mayo is also a former director of the New Economics Foundation and the author of a recent book on values in business and leadership. https://soundcloud.com/uclurbanlab/counterspeculations-5-ed-mayo/ Judith Suissa, ""'No Gods, No Masters'; Antisemitic Tropes and Utopian Ideals in Imagining and Resisting Financialization."": The history of finance capital is replete with anti-Semitic conspiracy theories that associate Jews with a socially corrosive cosmopolitanism. But in this presentation, Judith Suissa demonstrates that Jewish anarchist societies in London present another history of internationalism from below. It was originally recorded at Grocers' Hall in the heart of the City of London, near the site where the Great Synagogue once stood.  Suissa is a professor of Philosophy of Education at University College London. https://soundcloud.com/uclurbanlab/counterspeculations-6-judith-suissa/ Carla Ibled, ""The Fear Index"" : While once upon a time we might have imagined that investing and finance was about securing future wealth, today the biggest firms have found methods to profit from chaos and uncertainty. In this recording you'll hear Carla Ibled explain the inner workings of the VIX, the so-called Volatility Index. It was originally recorded outside the offices of Black Rock, the world's largest asset manager. Ibled is a PhD candidate at Goldsmiths, University of London. https://soundcloud.com/uclurbanlab/counterspeculations-7-carla-ibled Brett Scott,  ""Alchemy and the Gold Underground."" : Gold has perhaps always had a febrile influence on the imagination. And while for some the age of financialization has allowed conceptions of money and wealth to become abstract and immaterial, for others gold is still king. In this presentation, originally recorded at the London Bullion Market, right across the lane from the historic London Stock Exchange, Brett Scott meditates on the alchemy of dreams. Scott is an economic explorer, finance hacker, author and journalist, whose writing on money and technology has been published in major newspapers and magazines around the world. https://soundcloud.com/uclurbanlab/counterspeculations-8-brett-scott/ Paul Gilbert, ""'Political Risk', Imperial Nostalgia & Technologies of the Imagination"": One of the oldest firms in the City of London, and a pillar of modern finance throughout its history, is Lloyd's insurance. In this presentation, Paul Gilbert explores how the firm's growth was based in part on the transatlantic slave trade, and the way that these colonial legacies continue to shape the way the financial realm measures and manages risk in the international field. It  was originally recorded at the Cornhill Water Pump located right beside the historic London Stock Exchange and in the shadow of Lloyd's iconic skyscraper. Gilbert is a lecturer in international development at the University of Sussex and also led tours of the City of London as part of the Occupy London Tours Collective. https://soundcloud.com/uclurbanlab/counterspeculations-9-paul-gilbert/ Steven Taylor, ""A Post-financial London Imaginary"": It seems impossible to imagine a London outside of the influence of high finance and its effects of life, work, housing and the built environment. In this presentation, which was originally recorded at the French Ordinary Court behind what is now Fenchurch Street Station, Steven Taylor draws on the work of Cornelius Castoriadis and other theorists to speculate on a city beyond speculative capitalism. Taylor, who worked for many years as an innovation consultant for companies worldwide, is a graduate student in architecture at the University of East London. https://soundcloud.com/uclurbanlab/counterspeculations-10-steven-taylor/ Carey Young, ""Passion Assets"" How has art been transformed into the plaything of the world's financial elite, and what are the prospects and potentials for art and artists in an age of financialization? In this episode of the CounterSpeculations audiotour, artist and professor Carey Young offers her perspective. Young is an internationally renowned artist whose work, in a range of media, addresses themes including economics, law, politics, science and communication. She is also a lecturer at the Slade School of Fine Art at University College London. https://soundcloud.com/uclurbanlab/counterspeculations-11-carey-young/ Rachel Rosen, ""Playground Ambiguities"": What can children's play, and the civic infrastructures that we build to facilitate it, teach us about our moment of financialization? And how can that play guide us towards thinking and dreaming of a society beyond speculative capitalism? Rachel Rosen explores these questions in the following presentation, which was recorded at Tower Hill Gardens. Rosen is a Senior Lecturer at University College London, whose research focuses on unequal childhoods, social reproduction, and migration in late capitalism. https://soundcloud.com/uclurbanlab/counterspeculations-12-rachel-rosen/ Many of the scholars whose voices you can hear in the podcast have prepared short articles for the Counterspeculations section of Public Seminar, the online platform for the New School for Social Research in New York. This section was edited by Dr. Aris Komporozos-Athanasiou and Dr. Max Haiven. It can be found at the following link: http://www.publicseminar.org/category/verticals/imaginal-politics/counterspeculations/ Two presenters who contributed to the CoiunterSpeculations project, but whom we could not include in the audiotour, have prepared work that can be viewed online THE GREAT OFFSHORE: The art/activist ensemble RYBN.org has developed a gadget for navigating new psychogeographies of financialization: The Offshore Tour Operator, which leads users to the location of offshore tax havens. Visit the project website here, or read more about it in this interview. VERTICAL HORIZONS - THE SHARD: Artist Tom Wolseley's film Vertical Horizons meditates on the fate of the city of London and its inhabitants in the shadow of The Shard, Western Europe's tallest building. You can read more about the project here. On April 14, a temporary assembly of activists, artists and interdisciplinary academics drifted together through the City of London to explore the intersections of finance and the imagination in the historic district of English (and global) wealth and power. With over 15 presentations on topics ranging from algorithms to architecture, from colonial legacies to anarchist histories, from yoga to children's play, this event sought to understand the speculative powers at work both for and against financialization. Devised in honour of the late theorist of the radical imagination Cornelius Castoriadis, each stop on the tour took the form of a 15-minute informal presentation. Later in the afternoon, the attendees retired to University College London for a panel of artists and critics responding to financialization and a closing conversation. This event was organized by organized by Dr. Aris Komporozos-Athanasiou, Assistant Professor of Social Theory at University College London and Dr. Max Haiven, Canada Research Chair in Culture, Media and Social Justice at Lakehead University in Canada. This audiotour was produced and hosted by UCL's Urban Lab."
82,Call for Papers: The Idea of the Public in Asia,https://www.ucl.ac.uk/urban-lab/news/2018/oct/call-papers-idea-public-asia,5 October 2018,"Led by Dr Pushpa Arabindoo (Co-Director, UCL Urban Laboratory) and Dr Aurelie Varrel (French National Centre for Scientific Research), we invite expressions of interest for the below panel proposed at the International Convention of Asia Scholars (ICAS 11) Conference in Leiden, 16-19 July 2019. Deadline for submission of abstracts is 8 October 2018. Abstract The idea of the public emerged from a European history to launch modernity and evolved (mainly through colonialism) into a global experience, successfully turning into a more or less universalist paradigm framing discussions on citizenship, civil society and the state. In Asia, in particular, despite the fact that it is a culturally peculiar notion caught in the specific history of Europe, the idea of thepublic went beyond a European master narrative to become a modality of social life and indicates an arena in which modernity became a diversely appropriated experience. Its endurance through thedynamics of colonialism and postcolonialism suggests its continued significance in underwriting not only the norms of Asian social worlds but also rewriting its histories. While the idea of the public has equipped itself well in the face of criticism, responding to questions of race, class, gender, or even democratic practices by revealing newer sub-categories such as subaltern, plebeian, feminist, black or counter public spheres, there are concerns over the way it fits itself into the intricate and contested histories of Asia, risking preconceptions of a complex region. This has been reinforced by recent debates about theorising from the South as a result of which scholars such as Santos (2012) have openly asked if the global South needs the concept of public sphere, dismissing its theoretical and cultural propositions as entirely European. And yet, those seeking a fuller sense of the genealogy of thepublic in Asia (Scott and Ingram 2015) maintain that it is not a totalising European reality invested as it is with multiple meanings. It is in this context that we need to be careful in responding to calls for a new analytical vocabulary to make sense of the major forms of collectivity in Asia, one that would be more appropriate and may not derive from the idea of the public. The objective of this panel is to revisit the idea of the public in Asia, asking whether we need to revise it or, more drastically, completely reject it. To do so, it considers Asia as the site of provincialisation ofthe public and invites papers that explore the myriad ways in which the public has been Asianised. We are looking for contributors who not only explore novel ways in which the idea of the public has been theorised from Asia but also its prospects As an empirical object ranging from public spaces, print and other media, religion as well as interactions with the state. As a comparative project across multiple Asias (be it authoritarian/democratic, illiberal/liberal, emerging/new, etc.). As a means of bringing a different (Asianised) public back to Europe, through movement ofpeople and circulation of ideas. We welcome submissions from all disciplines including historians who have explored the historiography of the public challenging the tight categorisations built around colonialism (pre and post), as well as those from the literary and cultural studies who closely investigate the language of the public as integral to its conceptual vocabulary, besides sociologists, geographers, political scientists, anthropologists, architects and planners. Please send a title and 250-word abstract to Pushpa Arabindoo (p.arabindoo@ucl.ac.uk) and Aurelie Varrel (aurelie.varrel@ehess.fr) by 08 October 2018. References: Scott, J Barton, & Ingram, Brannon D. (2015). What is a Public? Notes from South Asia. South Asia: Journal ofSouth Asian Studies, 38(3), 357-370. Santos, Boaventura de Sousa. (2012). Public Sphere and Epistemologies of the South. Africa Development, XXXVII(1), 43-67."
83,Histories of Global London - two new Urban Lab elective modules for UCL postgraduates,https://www.ucl.ac.uk/urban-lab/news/2018/sep/histories-global-london-two-new-urban-lab-elective-modules-ucl-postgraduates,25 September 2018,"Led by Prof Ben Campkin and Dr Clare Melhuish, the modules (BARCO129 and BARCO128 respectively) take London as their primary case study, focusing on understanding how the city's built environment has been shaped by its global connections and associated population flows, from 1900 to the present. It considers the changing framework of planning and community development legislation at a number of definitive moments, such as the publication of the County of London Plan (1943), the dissolution of the Greater London Council in 1986, the establishment of the Greater London Authority and Mayor of London in 2000, and the latest Draft London Plan published by Sadiq Khan in 2017. The module draws on ethnographic, literary and visual sources to analyse key changes in the built environment in relation to the cultural representation of minority social groups. It will augment understandings of the significance of 'subaltern' community identities, ethnicities, cultural practices and intangible heritage in the formation of particular London neighbourhoods and built landscapes during this period, positioning the city's global histories and diversity as central to a critical understanding of its urban heritage and futures. The module asks students to engage critically with questions such as: how do we assess urban heritage as a social, cultural and economic asset for urban development in complex multicultural/postcolonial cities (UNESCO 2011)? Participants engage with key debates in the history and theory of urban change in relation to theories of identity, critical heritage, and equalities. Participants engage with key debates in the history and theory of urban change in relation to theories of identity, critical heritage, and equalities. Part 1 focuses on historical, theoretical and methodological contexts (15 credits) and Parts 1+2 (30 credits) also includes fieldwork at an identified London site and/or archive and production of an appropriate project output. The course is administered as part of the Architecture and Historic Urban Environments MA at the Bartlett School of Architecture. Students from other postgraduate courses are encouraged to apply, and it is particularly suitable for those taking MA, MSc or MRes courses in Architectural History, Architectural Design, Urban Design, Urban Studies, Material and Visual Culture, Art History, Architecture and Digital Theory, Situated Practice, and Built Heritage Management (IoA). For further information about the course, please contact Ben Campkin or Clare Melhuish. View on the UCL Module Catalogue Image: Rebel Space Pavilion by RESOLVE during the 'Refuge, The Subaltern and Urban Space' event as part of the Brixton Design Trail and the London Design Festival (2016)."
84,Urban Laboratory Lecture Series Autumn 2018,https://www.ucl.ac.uk/urban-lab/news/2018/sep/urban-laboratory-lecture-series-autumn-2018,17 September 2018,"The term 'urban laboratory' has been extensively applied in urban innovation discourse and, by extension, has acquired currency in urban studies. In its broadest sense it indicates an alignment of research scholarship and policy development orientated towards innovation, change and improvement in urban conditions and economies, and further implies a mobilisation of partnerships and networks across different sectors and urban actors (academia, civic society, community, industry, government). However today's emphasis on the city as a technical and policy-driven milieu, framed by discourses of 'smart' experimentation and innovation, sometimes seems to overlook the phenomenological, embodied, and imaginary dimensions of human experience and interaction in cities, and the complex adaptive and inventive strategies which urban populations mobilise to ensure survival in dense, competitive urban scenarios. This series of lectures is therefore designed to explore the synergies between science and arts-based research, experimentation, and theorisation in order to revisit the urban laboratory agenda and think through its implications in relation to different spatial and temporal contexts and cultures. It will further bring to the fore a focus on the theme of urban identities and heritage for the UCL Urban Laboratory during the 2018-19 academic year, highlighting a range of methodological approaches to research across this field and analysis of its relevance to questions of infrastructure, spatial justice, and livelihoods in the city. All lectures are free and open to the public without the need to book. They take place fortnightly on Tuesdays during the autumn, from 18.30 in Room G03 at 26 Bedford Way."
85,MSc Urban Studies students review Richard Florida's 'The New Urban Crisis',https://www.ucl.ac.uk/urban-lab/news/2018/sep/msc-urban-studies-students-review-richard-floridas-new-urban-crisis,5 September 2018,"The New Urban Crisis: how our cities are increasing inequality, deepening segregation, and failing the middle-class - and what we can do about it (One World, 2017), focuses on inequality, gentrification, housing bubbles and neoliberalism in cities. The review, by MSc students Jordan Rowe, Olivia Smith and Sidra Ahmed, with the module and course convenor Dr Andrew Harris, argues that, while there are deeper analyses of deepening inequality in cities, Florida's book offers an entry point to the subject for non-academic readers by tying together the central elements and contradictions of contemporary neoliberal governance. The Urban Studies MSc is administered through the UCL Geography department, and is closely connected with the UCL Urban Laboratory to draw out its interdisciplinary approach, intellectual engagement and international scope. Further links: Read the review MSc Urban Studies programme"
86,Unmoored Cities: what speculative futures exist for cities in the face of climate change?,https://www.ucl.ac.uk/urban-lab/news/2018/aug/unmoored-cities-what-speculative-futures-exist-cities-face-climate-change,15 August 2018,"Indeed, many of the world's cities are at risk of becoming 'unmoored', whether literally sunk beneath rising sea waters or tidal rivers or forced to relocate entirely. Such possible urban futures challenge our imaginations to think through the physical, social and cultural consequences of climate change; yet, on the whole, the current literature on climate change and cities focuses on the mitigation of rather than adaption to those consequences. Following on from our one-day symposium hosted in May 2018 - Unmoored Cities: Radical Urban Futures and Climate Catastrophes - researcher Paul Dobraszczyk reports on our Medium blog from the talks which aimed to challenge and expand the narrow range of possibilities that currently characterise approaches to the subject through imaginative modes of thinking. You can also listen to audio from the majority of papers and panels via our Soundcloud page. Further links: Read the full article on Medium Listen to the audio on Soundcloud View symposium images on Flickr"
87,Ben Campkin appointed Professor in latest UCL staff promotions,https://www.ucl.ac.uk/urban-lab/news/2018/jul/ben-campkin-appointed-professor-latest-ucl-staff-promotions,26 July 2018,"Prof Campkin, who is based in The Bartlett School of Architecture, UCL, currently serves as an Urban Laboratory Co-Director. Two other academic staff associated with our cross-faculty centre have been issued promotions and new appointments by the college as a recognition of their outstanding achievements. We would like to congratulate Steering Committee member Dr Barbara Lipietz, who has been appointed to the role of Associate Professor at The Bartlett Development Planning Unit, UCL. Dr Haidy Geismar, who has recently joined the Urban Laboratory Steering Committee, has also been appointed to the role of Professor of Anthropology at UCL Anthropology The thresholds for promotion at UCL are high, and widely recognised as such. Congratulations to all those in new posts and we wish you every success in your new roles. All promotions are effective from 1 October 2018. You can view a list of all other staff promotions and appointments at UCL here."
88,"Urban Pamphleteer #7, LGBTQ+ Night-time Spaces: Past, Present + Future published online and in print",https://www.ucl.ac.uk/urban-lab/news/2018/jul/urban-pamphleteer-7-lgbtq-night-time-spaces-past-present-future-published-online-and,24 July 2018,"Urban Pamphleteer is a collaboration between UCL Urban Laboratory and Central Saint Martins Graphic Communication Design. Each issue addresses a theme and set of questions that have recently surfaced in urban debate, across public, academic, professional, policy, activist, artistic and other communities. The series sets out to frame contemporary challenges historically, and to bring together a diversity of text and visual contributions, written in an accessible way, to address audiences who are affected by the topics raised and are in a position to enact change. Urban Pamphleteer #7: LGBTQ+ Night-time Spaces: Past, Present & Future features a variety of examples that together suggest how and why different night-time venues, events and clusters are produced; how, when and why they have opened or closed; the scenes that have recently emerged, or are imagined, and how these connect with historical ones, and with other places. UCL Urban Laboratory's recent research evidenced that 58% of LGBTQ+ licensed venues in London closed in the past decade. Although it also highlighted how LGBTQ+ communities are queering non-LGBTQ+- specific venues, this should be seen against a wider trend of closures of pubs, nightclubs and grassroots music venues in London. Notwithstanding these challenges, some newer LGBTQ+ spaces and events are evident and these are providing spaces for communities traditionally less well served. Institutions such as cinemas, galleries and museums are also increasingly hosting LGBTQ+ nighttime events. Yet established forms of night-space, and the functions they serve, cannot simply be replaced by new or virtual ones. Strong campaigns have mobilised to protect and re-open well established venues that while demonstrably viable and valued have recently closed. Activists have documented the impacts on specific communities when vital spaces have been shut in the interests of more profitable or larger-scale development. The Mayor of London and Night Czar have recognised this evidence and recently launched an LGBT+ Venues Charter, featured in the Urban Pamphleteer issue. Other contributors address how LGBTQ+ people experience the city at night; which nightlife spaces are valued and why; the tactics being used to claim or reclaim space by and for members of communities with less access to permanent, licensed venues; whether certain kinds of space are more difficult to queer than others; and what can be done to support LGBTQ+ night scenes and spaces now and into the future. Urban Pamphleteer #7 was officially launched on Saturday 14 July at a public reception hosted at the Museum of London, featuring an open mic session with brief talks by people involved in creating and campaigning for a range of long-running, new and imagined LGBTQ+ community spaces. This issue was edited by Ben Campkin, Laura Marshall, and Rebecca Ross, and designed by Guglielmo Rossi. Contributors include: Stuart Feather; DJ Ritu; Anton Johnson; Ben Walters; Chardine Taylor-Stone; Joe Parslow; Victoria Sin; Travis Alabanza; R. Justin Hunt; Josh Hepple; Planning Out; Friends of the Joiners Arms; Queer Spaces Network. The cover features documentation of work by artist Prem Sahib. Urban Pamphleteer #7 has been produced in partnership with Museum of London for City Now City Future, a season of ideas, debate and inspiration. Further links: Read Urban Pamphleteer #7 online Read previous editons of Urban Pamphleteer Donate to the Urban Pamphleteer series Contact Jordan Rowe urbanlaboratory@ucl.ac.uk for print copies Image: Cover pages of Urban Pamphleteer #7, designed by Guglielmo Rossi, featuring Prem Sahib, 'Do you care? We do', 2017, detail. Wood, paint, twelve lockers from Chariots Shoreditch (1997 - 2016), dimensions variable. Courtesy of the artist. Photo by Fred Dott."
89,UCL Urban Laboratory launches survey on future research and activities,https://www.ucl.ac.uk/urban-lab/news/2018/jul/ucl-urban-laboratory-launches-survey-future-research-and-activities,23 July 2018,"Bringing together work across the arts and sciences, it has made a major contribution to modelling new modes of cross-disciplinary research, teaching and engagement across the urban field. As we enter a transformative stage in our history - from the appointment of a new Director, to our planned activities at UCL's new east London campus - we would like to source your views on our current and past work, and help us refine our future mission, publications, and activities. The survey takes 5 - 8 minutes. If you opt-in at the end of the survey, we will enter you into a draw to receive a number of recent Urban Laboratory publications, including a print copy of this month's Urban Pamphleteer #7: LGBTQ+ Night-Time Spaces, and our anthologies Engaged Urbanism and Urban Constellations. Three addresses will be drawn randomly, and postage is covered internationally. The survey will close at 23:59 BST on Sunday 12 August. Terms and conditions for the prize draw can be found here. Further links: Complete the survey and enter the draw"
90,Urban Laboratory research contributes to UCL placing on Stonewall's Top 100 employers list,https://www.ucl.ac.uk/urban-lab/news/2018/jul/urban-laboratory-research-contributes-ucl-placing-stonewalls-top-100-employers-list,12 July 2018,"UCL Urban Laboratory's research on Lesbian, Gay, Bisexual,Transgender, Queer and Intersex (LGBTQI) nightlife spaces in London, led by Dr Ben Campkin and Laura Marshall, has contributed to UCL's successful placing on the 2018 Stonewall Workplace Equality Index of Britain's top 100 LGBT-inclusive employers. UCL was named as one of the UK's best employers for lesbian, gay, bi and trans staff in the Index published earlier this year, ranking 98th out of 434 participating organisations. Although the Stonewall Workplace Index mainly focusses on employment issues, additional material is submitted by organisations to highlight community collaboration, outreach and engagement. UCL Urban Laboratory's ongoing research on the nightlife spaces important to London's LGBTQ communities was highlighted in the university's submission to Stonewall and made a significant contribution to the section score, with feedback pointing out the strength of our research collaboration with LGBTQ+ community groups Raze Collective and the Queer Spaces Network. UCL's Equality, Diversity & Inclusion Office said: ""The Urban Lab research is a great example of UCL collaborating with other organisations to promote LGBTQ+ equality which deliver real impact."" UCL Urban Laboratory has also acted as a close partner in the setting up of a cross-institution LGBTQ, gender and sexuality studies research network, qUCL, which was launched with a joint event in 2014 - the Queer Zoo. The Stonewall Top 100 Employers are the best performing employers on Stonewall's Workplace Equality Index 2018, an annual audit of workplace culture for lesbian, gay, bi and trans staff. The Workplace Equality Index is free to enter for any employer. UCL Urban Laboratory will launch a new edition of its Urban Pamphleteer series on 14 July 2018, with the issue gathering a number of perspectives, provocations and vignettes on London's LGBTQ+ night-time spaces, past, present and future, with a focus on the different tactics being used to queer night-space. You can join us for the launch at the Museum of London by registering on Eventbrite. Further links: UCL Urban Laboratory LGBTQI Nightlife research page UCL HR page on LGBTQ+ equality Image: Staff and students from UCL marching at Pride in London on 7 July 2018"
